metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nga,sac,0,256,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nga,huyen,0,256,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nga,hoi,4,256,0.015625000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nga,nga,250,256,0.976562500000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nga,nang,2,256,0.007812500000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nang,ngang,0,874,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nang,sac,2,874,0.002288329519
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nang,huyen,3,874,0.003432494279
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nang,hoi,6,874,0.006864988558
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nang,nga,4,874,0.004576659039
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,low_snr,nang,nang,859,874,0.982837528604
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,scope,overall,ngang,ngang,3652,3687,0.990507187415
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,scope,overall,ngang,sac,9,3687,0.002441008950
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,scope,overall,ngang,huyen,24,3687,0.006509357201
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,scope,overall,ngang,hoi,0,3687,0.000000000000
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,scope,overall,ngang,nga,1,3687,0.000271223217
aligned_v1,vivos,phowhisper,tiny,zero_shot,,42,scope,overall,ngang,nang,1,3687,0.000271223217
